Latitude,Longitude,PTrain_RFL
30.02,79.07,556.67
13.35,77.98,60.53
34.3,73.95,381.35
34.12,74.81,354.45
28.62,72.97,5.45
22.17,85.62,300.46
27.78,79.32,193.13
21.85,72.13,217.11
17.5,74.75,148.21
26.7,89.45,286.14
28.19,75.7,101.92
20.03,77.83,292.86
25.25,94.47,603.57
26.89,79.65,241.86
17.92,82.97,301.74
22.44,88.1,341.61
11.7,75.53,243.43
30.04,73.95,-5.05
9.82,77.15,76.08
21.95,85.32,299.68
21.23,78.9,330.07
22.05,78.3,307.67
26.8,75.64,140.73
19.25,73.15,258.66
19.5,83.32,270.12
33.23,74.39,222.58
32.96,74.41,88.08
24.6,84.82,274.49
29.79,78.71,354.6
19.9,86.12,346.76
29.87,78.72,510.91
20.27,85.18,319.71
21.42,79.27,325.61
17.07,78.49,163.97
25.4,79.5,280.03
12.85,74.9,254.61
28.93,74.89,39.35
23.1,71.4,180.27
23.43,85.32,301.66
12.42,78.38,108.6
11.83,75.67,217.14
23.48,70.47,160.49
22.42,71.87,196.8
25.13,75.58,173.89
24.54,75.71,182.35
25.7,81.35,275.32
17.28,76.22,179.26
21.78,85.97,309.65
21.32,77.61,274.28
10.92,76.43,186.72
10.47,79.73,207.94
20.23,83.28,281.8
18.15,73.0,265.37
27.05,79.39,228.04
26.65,79.99,262.72
27.23,79.25,217.17
23.1,74.87,180.06
28.37,76.9,120.7
29.82,78.53,420.94
19.72,76.27,212.71
33.77,74.35,389.88
30.66,76.84,114.72
26.18,92.73,336.06
23.32,91.32,369.13
25.05,75.0,163.72
26.49,79.19,224.86
9.18,76.55,196.9
10.98,78.23,135.47
34.45,74.29,335.64
24.75,78.25,257.22
24.03,79.2,320.84
17.75,77.9,196.45
27.08,79.82,246.27
15.85,77.27,167.45
22.84,88.42,334.91
24.98,78.27,251.95
23.6,74.62,173.5
23.35,77.07,232.35
16.62,73.9,179.69
23.63,85.0,295.77
22.6,81.47,329.3
18.75,73.55,180.11
26.99,79.64,238.61
24.82,78.76,277.34
33.53,77.5,118.64
24.37,82.95,291.31
25.05,84.05,265.58
25.07,83.95,265.81
16.55,73.62,257.31
29.89,78.66,471.74
24.86,78.86,282.52
29.12,75.52,53.14
25.5,75.85,162.93
23.97,93.22,453.3
23.37,93.12,563.32
29.98,78.62,391.53
24.97,85.1,268.02
22.53,88.32,341.52
26.52,85.97,230.58
26.25,76.33,156.58
28.04,75.65,117.92
25.65,94.03,770.19
33.23,74.63,405.32
20.18,85.62,328.17
28.12,74.76,83.81
25.35,75.53,161.32
18.12,73.0,252.16
21.18,71.65,224.1
25.53,86.55,258.45
26.82,70.7,58.24
21.51,77.52,273.4
22.52,79.03,345.53
21.43,78.97,334.42
13.18,80.04,243.0
27.69,79.67,224.9
17.97,78.72,198.05
16.97,78.35,167.24
34.29,74.23,369.4
34.17,74.27,383.18
15.2,76.22,137.69
19.83,83.73,282.27
12.46,80.1,249.7
24.53,75.65,180.85
16.75,77.78,175.29
10.08,78.75,170.53
13.93,78.27,113.28
