Latitude,Longitude,PTrain_LC1
9.8,76.8,2.8
17.83,73.92,3.85
23.72,85.5,4.04
23.8,81.35,3.78
12.92,74.82,2.32
26.62,89.83,3.88
24.65,79.15,3.46
29.98,78.7,3.29
24.22,84.67,3.87
23.97,87.17,3.73
17.97,78.86,3.5
27.83,79.47,3.08
16.13,76.58,3.2
9.75,76.57,2.04
11.98,75.95,3.38
24.71,79.22,3.46
24.82,85.25,3.56
16.17,76.88,3.1
32.89,74.74,2.31
24.59,79.18,3.46
34.51,76.27,3.69
23.8,80.8,3.7
26.42,87.43,3.57
13.32,77.14,3.28
24.37,87.42,3.75
23.8,86.28,3.77
12.42,92.93,3.0
26.75,80.88,3.28
30.93,75.87,2.51
30.9,75.8,2.51
25.75,93.18,3.98
34.03,74.68,2.89
25.55,76.22,3.21
34.42,74.23,2.78
30.38,77.81,2.92
24.5,87.13,3.76
24.58,78.88,3.49
21.7,84.67,3.88
23.27,92.47,4.69
25.2,93.3,4.7
13.7,75.67,3.14
25.58,93.77,5.21
26.77,84.98,3.4
27.23,94.12,3.94
25.18,86.08,3.52
28.33,73.2,2.63
24.37,87.2,3.72
21.85,87.22,3.53
24.17,88.27,3.6
30.72,76.25,2.57
17.44,78.54,3.43
22.22,70.23,3.36
24.11,78.98,3.82
25.47,92.8,4.26
25.5,93.12,3.97
27.75,95.92,4.11
27.03,79.39,3.15
21.72,71.38,3.31
18.03,75.33,3.49
21.08,83.4,3.5
26.35,75.57,3.2
25.3,93.43,5.04
32.8,79.18,4.13
27.32,95.9,4.31
26.03,90.17,3.69
21.55,71.35,3.28
17.18,78.71,3.47
16.17,76.52,3.17
34.0,74.92,2.87
20.2,83.7,4.24
23.4,69.88,3.3
22.32,87.05,3.58
22.83,85.12,3.98
17.98,76.33,3.58
26.87,79.11,3.13
12.02,77.25,3.12
25.2,94.47,5.3
25.68,92.8,4.03
20.78,77.67,3.42
24.7,79.02,3.49
22.88,69.82,3.31
23.83,87.82,3.62
32.52,74.76,2.31
26.28,94.25,4.75
24.55,92.6,3.79
24.87,86.52,3.7
29.97,77.04,2.72
28.07,75.62,2.99
9.92,78.12,2.1
9.83,78.08,2.1
17.93,73.67,4.87
16.75,78.0,3.33
21.08,71.78,3.18
27.23,79.05,3.11
26.75,92.35,3.88
22.0,80.7,3.93
25.03,88.13,3.62
20.55,74.53,3.65
21.17,81.73,3.59
32.27,77.17,3.57
22.58,80.37,3.75
22.82,69.27,3.29
12.5,76.83,3.03
12.92,74.88,2.44
12.95,74.83,2.35
16.18,81.13,2.84
27.5,77.68,2.98
12.92,92.92,3.04
18.05,78.27,3.42
12.42,75.73,3.74
29.02,77.63,2.86
11.8,77.82,2.32
22.42,87.32,3.59
8.3,73.0,1.84
28.83,78.75,2.96
15.42,73.78,2.67
26.67,84.92,3.42
30.58,78.48,3.96
29.47,79.65,4.37
18.9,72.82,2.99
19.12,72.85,3.01
30.45,78.08,4.03
29.47,77.73,2.83
26.12,85.4,3.46
12.3,76.7,3.13
11.8,76.0,3.13
27.54,79.69,3.13
24.65,84.58,3.64
15.47,79.87,2.73
20.87,84.4,3.48
13.11,80.3,2.5
9.93,78.12,2.1
16.45,77.43,2.99
22.87,87.98,3.58
24.77,77.7,3.63
24.78,78.44,3.52
28.45,76.11,2.85
26.4,89.75,3.77
24.03,78.38,3.61
22.69,88.15,3.58
21.02,73.15,3.17
25.03,87.32,3.63
19.47,82.58,4.02
26.72,92.9,3.86
10.2,76.72,2.1
26.13,85.63,3.46
28.42,73.37,2.65
24.85,83.78,3.49
24.05,78.89,3.66
21.55,74.7,3.44
17.53,78.59,3.52
26.02,79.34,3.22
15.68,75.63,3.29
27.87,79.44,3.08
12.75,79.67,2.45
13.04,80.23,2.49
16.53,75.58,3.3
19.62,74.57,3.68
27.57,79.74,3.14
30.77,79.48,4.41
17.93,78.8,3.57
25.65,75.59,3.27
17.55,73.98,4.23
19.32,74.33,3.84
23.1,80.23,3.73
26.43,92.03,3.77
17.52,75.47,3.3
18.23,73.28,2.89
20.83,78.25,3.35
22.83,85.03,4.06
30.71,76.84,2.68
