Latitude,Longitude,PTrain_LC1
21.51,77.52,4.12
22.52,79.03,3.86
21.43,78.97,3.44
13.18,80.04,2.39
27.69,79.67,3.08
17.97,78.72,3.2
16.97,78.35,3.16
34.29,74.23,2.71
34.17,74.27,2.91
15.2,76.22,2.77
19.83,83.73,3.41
12.46,80.1,2.37
24.53,75.65,3.49
16.75,77.78,2.91
10.08,78.75,2.06
13.93,78.27,2.68
27.69,79.65,3.07
16.1,78.3,2.72
16.03,79.95,2.69
28.23,95.0,5.07
11.15,75.97,2.26
26.75,94.83,5.27
29.54,77.49,2.54
9.23,76.87,2.01
33.5,74.83,4.16
21.43,74.43,3.27
12.71,76.95,2.64
8.77,78.1,2.07
11.73,75.88,3.56
24.38,84.53,3.85
25.85,85.6,3.85
30.4,77.95,2.8
12.48,76.87,2.72
8.37,77.0,2.05
34.1,74.65,2.45
17.67,82.23,3.16
34.11,74.52,2.53
18.93,77.48,3.09
9.8,76.8,2.79
17.83,73.92,3.93
23.72,85.5,4.03
23.8,81.35,3.87
12.92,74.82,2.46
26.62,89.83,4.35
24.65,79.15,3.51
29.98,78.7,3.06
24.22,84.67,3.98
23.97,87.17,3.76
17.97,78.86,3.2
27.83,79.47,3.03
16.13,76.58,2.85
9.75,76.57,2.05
11.98,75.95,3.49
24.71,79.22,3.52
24.82,85.25,3.83
16.17,76.88,2.74
32.89,74.74,1.63
24.59,79.18,3.52
34.51,76.27,3.93
23.8,80.8,3.79
26.42,87.43,4.03
13.32,77.14,2.88
24.37,87.42,3.85
23.8,86.28,3.81
12.42,92.93,2.96
26.75,80.88,3.37
30.93,75.87,2.04
30.9,75.8,2.04
25.75,93.18,4.53
34.03,74.68,2.57
25.55,76.22,3.2
34.42,74.23,2.39
30.38,77.81,2.59
24.5,87.13,3.88
24.58,78.88,3.52
21.7,84.67,3.75
23.27,92.47,4.53
25.2,93.3,4.93
13.7,75.67,3.04
25.58,93.77,5.47
26.77,84.98,3.81
27.23,94.12,4.84
25.18,86.08,3.83
28.33,73.2,2.4
24.37,87.2,3.83
21.85,87.22,3.35
24.17,88.27,3.74
30.72,76.25,2.14
17.44,78.54,3.13
22.22,70.23,3.63
24.11,78.98,3.79
25.47,92.8,4.6
25.5,93.12,4.47
27.75,95.92,5.15
27.03,79.39,3.16
21.72,71.38,3.5
18.03,75.33,3.3
21.08,83.4,3.43
26.35,75.57,3.13
25.3,93.43,5.25
32.8,79.18,4.42
27.32,95.9,5.3
26.03,90.17,4.15
21.55,71.35,3.49
17.18,78.71,3.17
16.17,76.52,2.83
34.0,74.92,2.53
20.2,83.7,4.0
23.4,69.88,3.56
22.32,87.05,3.45
22.83,85.12,3.9
17.98,76.33,3.28
26.87,79.11,3.15
12.02,77.25,2.82
25.2,94.47,5.58
25.68,92.8,4.5
20.78,77.67,3.29
24.7,79.02,3.53
22.88,69.82,3.62
23.83,87.82,3.66
32.52,74.76,1.65
26.28,94.25,5.27
24.55,92.6,4.07
24.87,86.52,3.9
29.97,77.04,2.4
28.07,75.62,2.81
9.92,78.12,1.91
9.83,78.08,1.93
17.93,73.67,5.38
16.75,78.0,3.0
21.08,71.78,3.44
27.23,79.05,3.1
26.75,92.35,4.54
22.0,80.7,3.87
25.03,88.13,3.9
20.55,74.53,3.6
21.17,81.73,3.54
32.27,77.17,3.43
22.58,80.37,3.76
22.82,69.27,3.64
12.5,76.83,2.75
12.92,74.88,2.55
12.95,74.83,2.49
16.18,81.13,2.74
27.5,77.68,2.94
12.92,92.92,2.98
18.05,78.27,3.12
12.42,75.73,3.96
29.02,77.63,2.66
11.8,77.82,1.91
22.42,87.32,3.45
8.3,73.0,2.07
28.83,78.75,2.8
15.42,73.78,2.86
26.67,84.92,3.82
30.58,78.48,3.86
29.47,79.65,4.35
18.9,72.82,3.23
19.12,72.85,3.25
30.45,78.08,3.92
29.47,77.73,2.58
26.12,85.4,3.86
12.3,76.7,2.92
11.8,76.0,3.16
27.54,79.69,3.1
24.65,84.58,3.86
15.47,79.87,2.63
20.87,84.4,3.37
13.11,80.3,2.44
9.93,78.12,1.91
16.45,77.43,2.67
22.87,87.98,3.47
24.77,77.7,3.58
24.78,78.44,3.53
28.45,76.11,2.67
26.4,89.75,4.24
24.03,78.38,3.59
22.69,88.15,3.44
21.02,73.15,3.35
25.03,87.32,3.88
19.47,82.58,3.76
26.72,92.9,4.59
10.2,76.72,2.05
26.13,85.63,3.87
28.42,73.37,2.4
24.85,83.78,3.77
24.05,78.89,3.66
21.55,74.7,3.42
17.53,78.59,3.21
26.02,79.34,3.29
15.68,75.63,3.08
27.87,79.44,3.02
12.75,79.67,2.3
13.04,80.23,2.43
16.53,75.58,3.08
19.62,74.57,3.61
27.57,79.74,3.11
30.77,79.48,4.44
17.93,78.8,3.27
25.65,75.59,3.22
17.55,73.98,4.41
19.32,74.33,3.81
23.1,80.23,3.76
26.43,92.03,4.4
17.52,75.47,3.1
18.23,73.28,3.1
20.83,78.25,3.27
22.83,85.03,3.97
30.71,76.84,2.27
