Latitude,Longitude,PTrain_AC1
32.8,79.18,3.81
27.32,95.9,2.29
26.03,90.17,2.1
21.55,71.35,1.13
17.18,78.71,1.3
16.17,76.52,1.27
34.0,74.92,4.25
20.2,83.7,1.39
23.4,69.88,1.15
22.32,87.05,1.81
22.83,85.12,1.51
17.98,76.33,1.02
26.87,79.11,1.41
12.02,77.25,2.11
25.2,94.47,2.27
25.68,92.8,2.18
20.78,77.67,0.88
24.7,79.02,1.15
22.88,69.82,1.18
23.83,87.82,1.84
32.52,74.76,2.8
26.28,94.25,2.29
24.55,92.6,2.13
24.87,86.52,1.76
29.97,77.04,2.08
28.07,75.62,1.75
9.92,78.12,3.02
9.83,78.08,3.06
17.93,73.67,1.13
16.75,78.0,1.28
21.08,71.78,1.27
27.23,79.05,1.48
26.75,92.35,2.25
22.0,80.7,1.02
25.03,88.13,1.89
20.55,74.53,1.05
21.17,81.73,1.15
32.27,77.17,3.86
22.58,80.37,0.98
22.82,69.27,1.18
12.5,76.83,2.05
12.92,74.88,2.43
12.95,74.83,2.46
16.18,81.13,2.08
27.5,77.68,1.58
12.92,92.92,3.08
18.05,78.27,1.09
12.42,75.73,2.05
29.02,77.63,1.86
11.8,77.82,2.3
22.42,87.32,1.84
8.3,73.0,3.54
28.83,78.75,1.79
15.42,73.78,1.93
26.67,84.92,1.77
30.58,78.48,3.22
29.47,79.65,3.02
18.9,72.82,1.45
19.12,72.85,1.42
30.45,78.08,3.16
29.47,77.73,1.96
26.12,85.4,1.77
12.3,76.7,2.11
11.8,76.0,2.36
27.54,79.69,1.49
24.65,84.58,1.56
15.47,79.87,2.1
20.87,84.4,1.54
13.11,80.3,2.62
9.93,78.12,3.02
16.45,77.43,1.27
22.87,87.98,1.9
24.77,77.7,1.24
24.78,78.44,1.2
28.45,76.11,1.79
26.4,89.75,2.09
24.03,78.38,1.11
22.69,88.15,1.92
21.02,73.15,1.27
25.03,87.32,1.84
19.47,82.58,1.34
26.72,92.9,2.27
10.2,76.72,3.02
26.13,85.63,1.79
28.42,73.37,1.79
24.85,83.78,1.5
24.05,78.89,1.09
21.55,74.7,1.08
17.53,78.59,1.21
26.02,79.34,1.28
15.68,75.63,1.45
27.87,79.44,1.57
12.75,79.67,2.52
13.04,80.23,2.61
16.53,75.58,1.29
19.62,74.57,1.06
27.57,79.74,1.5
30.77,79.48,3.51
17.93,78.8,1.16
25.65,75.59,1.36
17.55,73.98,1.2
19.32,74.33,1.08
23.1,80.23,0.99
26.43,92.03,2.22
17.52,75.47,1.18
18.23,73.28,1.5
20.83,78.25,0.84
22.83,85.03,1.49
30.71,76.84,2.3
