Latitude,Longitude,PTrain_AC1
13.55,76.01,4.62
22.5,73.75,1.71
21.53,73.43,2.02
32.68,74.76,0.5
31.91,75.45,0.57
29.92,77.07,0.8
13.02,80.12,4.78
27.57,79.35,1.13
27.51,79.51,1.14
30.02,79.07,0.86
13.35,77.98,4.64
34.3,73.95,0.92
34.12,74.81,0.57
28.62,72.97,0.57
22.17,85.62,2.84
27.78,79.32,1.17
21.85,72.13,1.96
17.5,74.75,3.29
26.7,89.45,3.05
28.19,75.7,0.85
20.03,77.83,2.18
25.25,94.47,3.67
26.89,79.65,1.2
17.92,82.97,3.71
22.44,88.1,3.16
11.7,75.53,5.02
30.04,73.95,0.57
9.82,77.15,5.68
21.95,85.32,2.85
21.23,78.9,1.95
22.05,78.3,1.91
26.8,75.64,0.95
19.25,73.15,2.81
19.5,83.32,3.23
33.23,74.39,0.39
32.96,74.41,0.48
24.6,84.82,2.44
29.79,78.71,0.74
19.9,86.12,3.52
29.87,78.72,0.81
20.27,85.18,3.28
21.42,79.27,2.02
17.07,78.49,3.49
25.4,79.5,1.35
12.85,74.9,4.76
28.93,74.89,0.74
23.1,71.4,1.37
23.43,85.32,2.6
12.42,78.38,4.75
11.83,75.67,5.0
23.48,70.47,1.23
22.42,71.87,1.68
25.13,75.58,1.14
24.54,75.71,1.25
25.7,81.35,1.63
17.28,76.22,3.13
21.78,85.97,2.98
21.32,77.61,1.95
10.92,76.43,5.07
10.47,79.73,5.2
20.23,83.28,3.0
18.15,73.0,3.2
27.05,79.39,1.18
26.65,79.99,1.22
27.23,79.25,1.16
23.1,74.87,1.5
28.37,76.9,0.94
29.82,78.53,0.75
19.72,76.27,2.4
33.77,74.35,0.8
30.66,76.84,0.71
26.18,92.73,3.54
23.32,91.32,3.34
25.05,75.0,1.08
26.49,79.19,1.25
9.18,76.55,5.4
10.98,78.23,4.89
34.45,74.29,0.58
24.75,78.25,1.41
24.03,79.2,1.51
17.75,77.9,3.07
27.08,79.82,1.17
15.85,77.27,3.56
22.84,88.42,3.1
24.98,78.27,1.38
23.6,74.62,1.36
23.35,77.07,1.58
16.62,73.9,3.68
23.63,85.0,2.54
22.6,81.47,2.24
18.75,73.55,2.92
26.99,79.64,1.19
24.82,78.76,1.41
33.53,77.5,2.18
24.37,82.95,2.15
25.05,84.05,2.3
25.07,83.95,2.28
16.55,73.62,3.7
29.89,78.66,0.77
24.86,78.86,1.4
29.12,75.52,0.78
25.5,75.85,1.13
23.97,93.22,3.44
23.37,93.12,3.37
29.98,78.62,0.72
24.97,85.1,2.47
22.53,88.32,3.16
26.52,85.97,2.56
26.25,76.33,1.09
28.04,75.65,0.84
25.65,94.03,3.53
33.23,74.63,0.57
20.18,85.62,3.36
28.12,74.76,0.75
25.35,75.53,1.11
18.12,73.0,3.21
21.18,71.65,2.1
25.53,86.55,2.65
26.82,70.7,0.38
21.51,77.52,2.11
22.52,79.03,1.78
21.43,78.97,1.9
13.18,80.04,4.72
27.69,79.67,1.12
17.97,78.72,3.13
16.97,78.35,3.49
34.29,74.23,0.69
34.17,74.27,0.77
15.2,76.22,3.92
19.83,83.73,3.19
12.46,80.1,4.91
24.53,75.65,1.24
16.75,77.78,3.4
10.08,78.75,5.23
13.93,78.27,4.39
27.69,79.65,1.12
16.1,78.3,3.69
16.03,79.95,4.02
28.23,95.0,3.89
11.15,75.97,5.12
26.75,94.83,3.85
29.54,77.49,0.86
9.23,76.87,5.36
33.5,74.83,1.82
21.43,74.43,1.98
12.71,76.95,4.74
8.77,78.1,5.43
11.73,75.88,5.27
24.38,84.53,2.41
25.85,85.6,2.51
30.4,77.95,0.67
12.48,76.87,4.85
8.37,77.0,5.48
34.1,74.65,0.56
17.67,82.23,3.73
34.11,74.52,0.59
18.93,77.48,2.49
9.8,76.8,5.58
17.83,73.92,3.23
23.72,85.5,2.59
23.8,81.35,1.89
12.92,74.82,4.75
26.62,89.83,3.11
24.65,79.15,1.43
29.98,78.7,0.73
24.22,84.67,2.44
23.97,87.17,2.78
17.97,78.86,3.15
27.83,79.47,1.1
16.13,76.58,3.53
9.75,76.57,5.29
11.98,75.95,5.19
24.71,79.22,1.44
24.82,85.25,2.49
16.17,76.88,3.45
32.89,74.74,0.49
24.59,79.18,1.44
34.51,76.27,1.8
23.8,80.8,1.76
26.42,87.43,2.78
13.32,77.14,4.59
24.37,87.42,2.78
23.8,86.28,2.69
12.42,92.93,4.99
26.75,80.88,1.35
30.93,75.87,0.65
30.9,75.8,0.64
25.75,93.18,3.6
34.03,74.68,0.59
25.55,76.22,1.16
34.42,74.23,0.58
30.38,77.81,0.72
24.5,87.13,2.73
24.58,78.88,1.44
21.7,84.67,2.82
23.27,92.47,3.33
25.2,93.3,3.49
13.7,75.67,4.57
25.58,93.77,3.52
26.77,84.98,2.37
27.23,94.12,3.86
25.18,86.08,2.6
28.33,73.2,0.6
24.37,87.2,2.75
21.85,87.22,3.18
24.17,88.27,2.92
30.72,76.25,0.69
17.44,78.54,3.31
22.22,70.23,1.62
24.11,78.98,1.52
25.47,92.8,3.46
25.5,93.12,3.57
27.75,95.92,4.03
27.03,79.39,1.18
21.72,71.38,1.77
18.03,75.33,3.0
21.08,83.4,2.79
26.35,75.57,1.0
25.3,93.43,3.47
32.8,79.18,2.39
27.32,95.9,4.0
26.03,90.17,3.17
21.55,71.35,1.85
17.18,78.71,3.45
16.17,76.52,3.52
34.0,74.92,0.57
20.2,83.7,3.1
23.4,69.88,1.23
22.32,87.05,3.04
22.83,85.12,2.67
17.98,76.33,2.97
26.87,79.11,1.2
12.02,77.25,5.02
25.2,94.47,3.64
25.68,92.8,3.51
20.78,77.67,2.05
24.7,79.02,1.42
22.88,69.82,1.47
23.83,87.82,2.89
32.52,74.76,0.5
26.28,94.25,3.71
24.55,92.6,3.45
24.87,86.52,2.65
29.97,77.04,0.79
28.07,75.62,0.84
9.92,78.12,5.18
9.83,78.08,5.21
17.93,73.67,3.22
16.75,78.0,3.47
21.08,71.78,2.18
27.23,79.05,1.16
26.75,92.35,3.54
22.0,80.7,2.17
25.03,88.13,2.87
20.55,74.53,2.23
21.17,81.73,2.5
32.27,77.17,0.8
22.58,80.37,1.92
22.82,69.27,1.46
12.5,76.83,4.85
12.92,74.88,4.77
12.95,74.83,4.75
16.18,81.13,4.11
27.5,77.68,1.09
12.92,92.92,4.95
18.05,78.27,3.01
12.42,75.73,5.11
29.02,77.63,0.93
11.8,77.82,4.67
22.42,87.32,3.05
8.3,73.0,5.53
28.83,78.75,0.98
15.42,73.78,4.09
26.67,84.92,2.37
30.58,78.48,0.92
29.47,79.65,1.23
18.9,72.82,2.95
19.12,72.85,2.87
30.45,78.08,0.96
29.47,77.73,0.88
26.12,85.4,2.47
12.3,76.7,4.97
11.8,76.0,5.19
27.54,79.69,1.13
24.65,84.58,2.4
15.47,79.87,4.2
20.87,84.4,2.99
13.11,80.3,4.79
9.93,78.12,5.18
16.45,77.43,3.37
22.87,87.98,3.05
24.77,77.7,1.38
24.78,78.44,1.41
28.45,76.11,0.87
26.4,89.75,3.11
24.03,78.38,1.51
22.69,88.15,3.11
21.02,73.15,2.23
25.03,87.32,2.76
19.47,82.58,3.17
26.72,92.9,3.64
10.2,76.72,5.21
26.13,85.63,2.51
28.42,73.37,0.6
24.85,83.78,2.26
24.05,78.89,1.52
21.55,74.7,1.93
17.53,78.59,3.3
26.02,79.34,1.29
15.68,75.63,3.84
27.87,79.44,1.1
12.75,79.67,4.75
13.04,80.23,4.8
16.53,75.58,3.5
19.62,74.57,2.53
27.57,79.74,1.13
30.77,79.48,1.83
17.93,78.8,3.18
25.65,75.59,1.07
17.55,73.98,3.36
19.32,74.33,2.66
23.1,80.23,1.78
26.43,92.03,3.48
17.52,75.47,3.14
18.23,73.28,3.14
20.83,78.25,1.98
22.83,85.03,2.66
30.71,76.84,0.69
