Latitude,Longitude,PTrain_AC1
24.59,79.18,1.1
34.51,76.27,3.57
23.8,80.8,1.27
26.42,87.43,3.42
13.32,77.14,3.91
24.37,87.42,2.93
23.8,86.28,2.49
12.42,92.93,5.08
26.75,80.88,1.22
30.93,75.87,1.34
30.9,75.8,1.33
25.75,93.18,4.57
34.03,74.68,2.04
25.55,76.22,1.29
34.42,74.23,2.05
30.38,77.81,1.04
24.5,87.13,2.82
24.58,78.88,1.08
21.7,84.67,1.92
23.27,92.47,3.13
25.2,93.3,3.64
13.7,75.67,3.89
25.58,93.77,4.18
26.77,84.98,2.72
27.23,94.12,5.24
25.18,86.08,2.9
28.33,73.2,1.46
24.37,87.2,2.9
21.85,87.22,3.73
24.17,88.27,3.42
30.72,76.25,1.3
17.44,78.54,2.33
22.22,70.23,2.23
24.11,78.98,1.02
25.47,92.8,3.95
25.5,93.12,4.5
27.75,95.92,5.33
27.03,79.39,1.11
21.72,71.38,2.08
18.03,75.33,2.24
21.08,83.4,1.97
26.35,75.57,1.24
25.3,93.43,3.73
32.8,79.18,4.72
27.32,95.9,5.05
26.03,90.17,4.19
21.55,71.35,2.23
17.18,78.71,2.44
16.17,76.52,2.74
34.0,74.92,2.11
20.2,83.7,2.03
23.4,69.88,2.1
22.32,87.05,3.3
22.83,85.12,1.94
17.98,76.33,2.28
26.87,79.11,1.14
12.02,77.25,4.2
25.2,94.47,4.66
25.68,92.8,4.34
20.78,77.67,1.57
24.7,79.02,1.07
22.88,69.82,2.43
23.83,87.82,3.3
32.52,74.76,1.95
26.28,94.25,4.21
24.55,92.6,4.45
24.87,86.52,2.75
29.97,77.04,1.18
28.07,75.62,1.11
9.92,78.12,3.99
9.83,78.08,4.04
17.93,73.67,2.75
16.75,78.0,2.54
21.08,71.78,2.87
27.23,79.05,1.12
26.75,92.35,4.74
22.0,80.7,1.5
25.03,88.13,3.41
20.55,74.53,1.65
21.17,81.73,1.62
32.27,77.17,1.03
22.58,80.37,1.39
22.82,69.27,2.48
12.5,76.83,3.99
12.92,74.88,4.67
12.95,74.83,4.72
16.18,81.13,4.09
27.5,77.68,1.22
12.92,92.92,5.08
18.05,78.27,2.16
12.42,75.73,4.59
29.02,77.63,1.14
11.8,77.82,3.48
22.42,87.32,3.43
8.3,73.0,5.01
28.83,78.75,1.12
15.42,73.78,4.33
26.67,84.92,2.67
30.58,78.48,0.41
29.47,79.65,0.43
18.9,72.82,3.47
19.12,72.85,3.38
30.45,78.08,0.34
29.47,77.73,1.14
26.12,85.4,2.81
12.3,76.7,4.16
11.8,76.0,4.63
27.54,79.69,1.11
24.65,84.58,2.18
15.47,79.87,3.94
20.87,84.4,2.37
13.11,80.3,4.57
9.93,78.12,3.98
16.45,77.43,2.53
22.87,87.98,3.68
24.77,77.7,0.99
24.78,78.44,1.04
28.45,76.11,1.19
26.4,89.75,3.96
24.03,78.38,1.08
22.69,88.15,3.81
21.02,73.15,2.69
25.03,87.32,3.14
19.47,82.58,2.05
26.72,92.9,4.94
10.2,76.72,4.35
26.13,85.63,2.9
28.42,73.37,1.35
24.85,83.78,2.1
24.05,78.89,1.07
21.55,74.7,1.58
17.53,78.59,2.33
26.02,79.34,1.14
15.68,75.63,3.06
27.87,79.44,1.12
12.75,79.67,4.02
13.04,80.23,4.52
16.53,75.58,2.72
19.62,74.57,1.86
27.57,79.74,1.1
30.77,79.48,1.84
17.93,78.8,2.22
25.65,75.59,1.21
17.55,73.98,2.81
19.32,74.33,2.01
23.1,80.23,1.3
26.43,92.03,4.77
17.52,75.47,2.38
18.23,73.28,3.49
20.83,78.25,1.63
22.83,85.03,1.86
30.71,76.84,1.23
