Latitude,Longitude,PTrain_AC1
22.58,80.37,4.12
22.82,69.27,3.67
12.5,76.83,5.08
12.92,74.88,5.57
12.95,74.83,5.57
16.18,81.13,5.38
27.5,77.68,2.73
12.92,92.92,5.42
18.05,78.27,4.37
12.42,75.73,6.2
29.02,77.63,2.31
11.8,77.82,4.1
22.42,87.32,4.94
8.3,73.0,5.07
28.83,78.75,2.62
15.42,73.78,5.64
26.67,84.92,4.55
30.58,78.48,2.61
29.47,79.65,3.36
18.9,72.82,5.12
19.12,72.85,5.06
30.45,78.08,2.53
29.47,77.73,2.23
26.12,85.4,4.59
12.3,76.7,5.29
11.8,76.0,5.74
27.54,79.69,3.07
24.65,84.58,4.46
15.47,79.87,5.24
20.87,84.4,4.56
13.11,80.3,5.36
9.93,78.12,4.35
16.45,77.43,4.26
22.87,87.98,5.0
24.77,77.7,3.42
24.78,78.44,3.45
28.45,76.11,2.16
26.4,89.75,5.07
24.03,78.38,3.61
22.69,88.15,5.08
21.02,73.15,4.45
25.03,87.32,4.67
19.47,82.58,4.69
26.72,92.9,5.61
10.2,76.72,4.78
26.13,85.63,4.62
28.42,73.37,1.69
24.85,83.78,4.39
24.05,78.89,3.64
21.55,74.7,3.97
17.53,78.59,4.57
26.02,79.34,3.28
15.68,75.63,4.92
27.87,79.44,2.96
12.75,79.67,4.9
13.04,80.23,5.32
16.53,75.58,4.72
19.62,74.57,4.43
27.57,79.74,3.08
30.77,79.48,3.87
17.93,78.8,4.53
25.65,75.59,3.01
17.55,73.98,5.4
19.32,74.33,4.61
23.1,80.23,4.01
26.43,92.03,5.37
17.52,75.47,4.54
18.23,73.28,5.16
20.83,78.25,3.85
22.83,85.03,4.48
30.71,76.84,1.77
22.07,88.05,5.31
