Latitude,Longitude,PTrain_AP1
18.93,77.48,992.56
9.8,76.8,973.41
17.83,73.92,974.14
23.72,85.5,990.82
23.8,81.35,992.22
12.92,74.82,1012.63
26.62,89.83,1002.26
24.65,79.15,1000.03
29.98,78.7,969.18
24.22,84.67,995.6
23.97,87.17,1006.37
17.97,78.86,984.86
27.83,79.47,1009.29
16.13,76.58,983.26
9.75,76.57,1010.21
11.98,75.95,961.05
24.71,79.22,1000.07
24.82,85.25,1009.01
16.17,76.88,986.95
32.89,74.74,1000.13
24.59,79.18,999.91
34.51,76.27,827.31
23.8,80.8,994.69
26.42,87.43,1011.06
13.32,77.14,964.15
24.37,87.42,1005.75
23.8,86.28,1002.88
12.42,92.93,1010.43
26.75,80.88,1010.49
30.93,75.87,1003.27
30.9,75.8,1003.28
25.75,93.18,1006.29
34.03,74.68,932.4
25.55,76.22,1001.87
34.42,74.23,937.12
30.38,77.81,988.99
24.5,87.13,1004.68
24.58,78.88,997.49
21.7,84.67,993.41
23.27,92.47,972.96
25.2,93.3,972.5
13.7,75.67,977.61
25.58,93.77,933.05
26.77,84.98,1012.8
27.23,94.12,1010.31
25.18,86.08,1011.61
28.33,73.2,1005.57
24.37,87.2,1006.32
21.85,87.22,1012.42
24.17,88.27,1012.44
30.72,76.25,1002.83
17.44,78.54,984.55
22.22,70.23,1007.25
24.11,78.98,982.77
25.47,92.8,993.12
25.5,93.12,1006.8
27.75,95.92,1007.93
27.03,79.39,1009.16
21.72,71.38,1005.22
18.03,75.33,982.64
21.08,83.4,1003.73
26.35,75.57,998.45
25.3,93.43,950.33
32.8,79.18,779.98
27.32,95.9,996.53
26.03,90.17,1011.97
21.55,71.35,1006.84
17.18,78.71,982.85
16.17,76.52,984.35
34.0,74.92,936.01
20.2,83.7,974.5
23.4,69.88,1010.42
22.32,87.05,1010.56
22.83,85.12,992.24
17.98,76.33,977.79
26.87,79.11,1009.81
12.02,77.25,965.16
25.2,94.47,920.81
25.68,92.8,1003.06
20.78,77.67,995.93
24.7,79.02,997.59
22.88,69.82,1012.15
23.83,87.82,1011.39
32.52,74.76,1001.96
26.28,94.25,967.3
24.55,92.6,1012.32
24.87,86.52,1005.7
29.97,77.04,1002.76
28.07,75.62,996.79
9.92,78.12,1004.9
9.83,78.08,1005.09
17.93,73.67,936.09
16.75,78.0,984.15
21.08,71.78,1012.44
27.23,79.05,1008.78
26.75,92.35,1007.74
22.0,80.7,983.33
25.03,88.13,1011.74
20.55,74.53,988.71
21.17,81.73,997.55
32.27,77.17,905.69
22.58,80.37,991.54
22.82,69.27,1012.71
12.5,76.83,972.07
12.92,74.88,1007.27
12.95,74.83,1011.08
16.18,81.13,1012.45
27.5,77.68,1007.37
12.92,92.92,1010.33
18.05,78.27,986.89
12.42,75.73,947.78
29.02,77.63,1004.67
11.8,77.82,997.33
22.42,87.32,1011.07
8.3,73.0,1012.46
28.83,78.75,1005.69
15.42,73.78,1009.24
26.67,84.92,1012.19
30.58,78.48,905.15
29.47,79.65,886.17
18.9,72.82,1012.0
19.12,72.85,1011.81
30.45,78.08,902.57
