Latitude,Longitude,PTrain_DT2
22.6,81.47,23.74
18.75,73.55,29.27
26.99,79.64,20.11
24.82,78.76,23.23
33.53,77.5,0.34
24.37,82.95,22.68
25.05,84.05,21.79
25.07,83.95,21.77
16.55,73.62,29.32
29.89,78.66,16.84
24.86,78.86,23.1
29.12,75.52,19.35
25.5,75.85,23.94
23.97,93.22,19.38
23.37,93.12,17.54
29.98,78.62,17.23
24.97,85.1,21.75
22.53,88.32,22.31
26.52,85.97,19.54
26.25,76.33,22.63
28.04,75.65,20.43
25.65,94.03,13.33
33.23,74.63,13.69
20.18,85.62,24.55
28.12,74.76,20.69
25.35,75.53,24.27
18.12,73.0,28.65
21.18,71.65,27.15
25.53,86.55,20.83
26.82,70.7,23.95
21.51,77.52,26.02
22.52,79.03,25.1
21.43,78.97,26.95
13.18,80.04,27.9
27.69,79.67,19.36
17.97,78.72,29.42
16.97,78.35,29.63
34.29,74.23,12.26
34.17,74.27,11.72
15.2,76.22,31.07
19.83,83.73,25.94
12.46,80.1,27.54
24.53,75.65,25.2
16.75,77.78,30.42
10.08,78.75,28.8
13.93,78.27,29.88
27.69,79.65,19.37
16.1,78.3,30.14
16.03,79.95,27.79
28.23,95.0,16.33
11.15,75.97,29.1
26.75,94.83,17.07
29.54,77.49,18.42
9.23,76.87,29.31
33.5,74.83,3.98
21.43,74.43,28.21
12.71,76.95,30.18
8.77,78.1,28.56
11.73,75.88,28.65
24.38,84.53,22.49
25.85,85.6,20.53
30.4,77.95,17.4
12.48,76.87,29.97
8.37,77.0,28.89
34.1,74.65,13.07
17.67,82.23,26.62
34.11,74.52,13.19
18.93,77.48,29.91
9.8,76.8,28.79
17.83,73.92,29.83
23.72,85.5,22.58
23.8,81.35,23.32
12.92,74.82,29.08
26.62,89.83,18.73
24.65,79.15,23.19
29.98,78.7,17.41
24.22,84.67,22.42
23.97,87.17,22.25
17.97,78.86,29.34
27.83,79.47,19.3
16.13,76.58,31.11
9.75,76.57,29.32
11.98,75.95,28.84
24.71,79.22,23.12
24.82,85.25,21.9
16.17,76.88,31.19
32.89,74.74,16.94
24.59,79.18,23.24
34.51,76.27,2.07
23.8,80.8,23.47
26.42,87.43,19.47
13.32,77.14,29.86
24.37,87.42,21.86
23.8,86.28,22.65
12.42,92.93,26.22
26.75,80.88,19.94
30.93,75.87,17.89
30.9,75.8,17.93
25.75,93.18,19.66
34.03,74.68,12.8
25.55,76.22,23.7
34.42,74.23,13.17
30.38,77.81,17.64
24.5,87.13,21.78
24.58,78.88,23.43
21.7,84.67,24.78
23.27,92.47,20.22
25.2,93.3,18.49
13.7,75.67,30.19
25.58,93.77,15.07
26.77,84.98,19.33
27.23,94.12,17.73
25.18,86.08,21.36
28.33,73.2,21.01
24.37,87.2,21.92
21.85,87.22,22.92
24.17,88.27,21.99
30.72,76.25,17.92
17.44,78.54,29.62
22.22,70.23,27.23
24.11,78.98,23.56
25.47,92.8,19.48
25.5,93.12,19.99
27.75,95.92,16.92
27.03,79.39,20.18
21.72,71.38,28.17
18.03,75.33,30.74
21.08,83.4,26.04
26.35,75.57,22.8
25.3,93.43,16.73
32.8,79.18,-0.39
27.32,95.9,17.03
26.03,90.17,19.74
21.55,71.35,28.02
17.18,78.71,29.4
16.17,76.52,31.16
34.0,74.92,12.93
20.2,83.7,24.99
23.4,69.88,26.16
22.32,87.05,23.13
22.83,85.12,23.58
17.98,76.33,30.44
26.87,79.11,20.5
12.02,77.25,29.4
25.2,94.47,14.36
25.68,92.8,19.67
20.78,77.67,28.45
24.7,79.02,23.18
22.88,69.82,25.77
23.83,87.82,22.24
32.52,74.76,17.22
26.28,94.25,16.89
24.55,92.6,21.22
24.87,86.52,21.55
29.97,77.04,18.22
28.07,75.62,20.42
9.92,78.12,29.57
9.83,78.08,29.5
17.93,73.67,27.72
16.75,78.0,30.12
21.08,71.78,26.77
27.23,79.05,20.11
26.75,92.35,18.48
22.0,80.7,25.33
25.03,88.13,21.19
20.55,74.53,29.13
21.17,81.73,26.54
32.27,77.17,13.17
22.58,80.37,25.0
22.82,69.27,25.94
12.5,76.83,29.94
12.92,74.88,29.3
12.95,74.83,29.16
16.18,81.13,26.65
27.5,77.68,20.38
12.92,92.92,26.11
18.05,78.27,29.79
12.42,75.73,28.46
29.02,77.63,18.81
11.8,77.82,30.7
22.42,87.32,22.9
8.3,73.0,30.22
28.83,78.75,18.63
15.42,73.78,29.1
26.67,84.92,19.47
30.58,78.48,14.85
29.47,79.65,14.68
18.9,72.82,27.93
19.12,72.85,27.86
30.45,78.08,14.85
29.47,77.73,18.41
26.12,85.4,20.17
12.3,76.7,29.62
11.8,76.0,29.15
27.54,79.69,19.5
24.65,84.58,22.15
15.47,79.87,27.56
20.87,84.4,25.55
13.11,80.3,27.37
9.93,78.12,29.58
16.45,77.43,31.02
22.87,87.98,22.38
24.77,77.7,23.73
24.78,78.44,23.41
28.45,76.11,19.85
26.4,89.75,19.18
24.03,78.38,24.35
22.69,88.15,22.32
21.02,73.15,26.95
25.03,87.32,21.29
19.47,82.58,26.21
26.72,92.9,18.53
10.2,76.72,29.55
26.13,85.63,20.13
28.42,73.37,20.85
24.85,83.78,22.08
24.05,78.89,23.93
21.55,74.7,28.35
17.53,78.59,29.45
26.02,79.34,21.41
15.68,75.63,30.88
27.87,79.44,19.27
12.75,79.67,28.51
13.04,80.23,27.49
16.53,75.58,31.07
19.62,74.57,29.77
27.57,79.74,19.45
30.77,79.48,8.66
17.93,78.8,29.25
25.65,75.59,23.8
17.55,73.98,29.33
19.32,74.33,29.62
23.1,80.23,24.42
26.43,92.03,19.06
17.52,75.47,31.04
18.23,73.28,28.57
20.83,78.25,28.06
22.83,85.03,23.48
30.71,76.84,17.75
