Latitude,Longitude,PTrain_WSD
25.53,86.55,4.72
26.82,70.7,7.25
21.51,77.52,5.39
22.52,79.03,4.43
21.43,78.97,4.58
13.18,80.04,8.68
27.69,79.67,4.14
17.97,78.72,6.55
16.97,78.35,7.01
34.29,74.23,6.22
34.17,74.27,6.3
15.2,76.22,7.54
19.83,83.73,7.49
12.46,80.1,8.83
24.53,75.65,6.4
16.75,77.78,6.76
10.08,78.75,8.44
13.93,78.27,7.38
27.69,79.65,4.14
16.1,78.3,7.39
16.03,79.95,8.67
28.23,95.0,2.67
11.15,75.97,8.94
26.75,94.83,2.89
29.54,77.49,4.42
9.23,76.87,8.57
33.5,74.83,7.26
21.43,74.43,8.66
12.71,76.95,7.53
8.77,78.1,8.68
11.73,75.88,8.57
24.38,84.53,4.87
25.85,85.6,4.35
30.4,77.95,4.72
12.48,76.87,7.68
8.37,77.0,8.72
34.1,74.65,6.14
17.67,82.23,8.37
34.11,74.52,6.07
18.93,77.48,5.5
9.8,76.8,8.33
17.83,73.92,9.0
23.72,85.5,5.65
23.8,81.35,4.15
12.92,74.82,9.3
26.62,89.83,3.95
24.65,79.15,4.21
29.98,78.7,4.67
24.22,84.67,5.0
23.97,87.17,6.2
17.97,78.86,6.61
27.83,79.47,4.15
16.13,76.58,6.86
9.75,76.57,8.65
11.98,75.95,8.47
24.71,79.22,4.21
24.82,85.25,4.79
16.17,76.88,6.61
32.89,74.74,5.49
24.59,79.18,4.2
34.51,76.27,7.36
23.8,80.8,4.1
26.42,87.43,4.1
13.32,77.14,7.07
24.37,87.42,5.84
23.8,86.28,5.97
12.42,92.93,7.83
26.75,80.88,3.95
30.93,75.87,4.78
30.9,75.8,4.77
25.75,93.18,3.95
34.03,74.68,6.17
25.55,76.22,5.47
34.42,74.23,6.09
30.38,77.81,4.65
24.5,87.13,5.66
24.58,78.88,4.31
21.7,84.67,6.3
23.27,92.47,6.29
25.2,93.3,4.27
13.7,75.67,8.35
25.58,93.77,4.16
26.77,84.98,3.85
27.23,94.12,2.92
25.18,86.08,4.89
28.33,73.2,5.14
24.37,87.2,5.81
21.85,87.22,8.06
24.17,88.27,6.03
30.72,76.25,4.71
17.44,78.54,6.84
22.22,70.23,10.5
24.11,78.98,4.33
25.47,92.8,4.29
25.5,93.12,4.16
27.75,95.92,2.6
27.03,79.39,4.08
21.72,71.38,9.84
18.03,75.33,7.57
21.08,83.4,6.4
26.35,75.57,5.36
25.3,93.43,4.27
32.8,79.18,7.63
27.32,95.9,2.58
26.03,90.17,4.43
21.55,71.35,9.99
17.18,78.71,7.1
16.17,76.52,6.9
34.0,74.92,6.15
20.2,83.7,7.1
23.4,69.88,10.49
22.32,87.05,7.54
22.83,85.12,6.13
17.98,76.33,6.58
26.87,79.11,4.1
12.02,77.25,7.54
25.2,94.47,4.21
25.68,92.8,4.15
20.78,77.67,5.28
24.7,79.02,4.24
22.88,69.82,10.94
23.83,87.82,6.46
32.52,74.76,5.34
26.28,94.25,3.3
24.55,92.6,5.26
24.87,86.52,5.21
29.97,77.04,4.52
28.07,75.62,4.65
9.92,78.12,8.13
9.83,78.08,8.18
17.93,73.67,8.84
16.75,78.0,6.9
21.08,71.78,10.54
27.23,79.05,4.11
26.75,92.35,3.57
22.0,80.7,4.64
25.03,88.13,5.17
20.55,74.53,8.38
21.17,81.73,5.4
32.27,77.17,6.01
22.58,80.37,4.34
22.82,69.27,11.03
12.5,76.83,7.7
12.92,74.88,9.23
12.95,74.83,9.28
16.18,81.13,8.95
27.5,77.68,4.31
12.92,92.92,7.82
18.05,78.27,6.32
12.42,75.73,8.33
29.02,77.63,4.34
11.8,77.82,7.37
22.42,87.32,7.61
8.3,73.0,8.89
28.83,78.75,4.3
15.42,73.78,9.68
26.67,84.92,3.88
30.58,78.48,5.55
29.47,79.65,5.66
18.9,72.82,10.21
19.12,72.85,10.2
30.45,78.08,5.53
29.47,77.73,4.41
26.12,85.4,4.17
12.3,76.7,7.85
11.8,76.0,8.53
27.54,79.69,4.12
24.65,84.58,4.72
15.47,79.87,8.84
20.87,84.4,7.04
13.11,80.3,8.88
9.93,78.12,8.12
16.45,77.43,6.66
22.87,87.98,7.54
24.77,77.7,4.84
24.78,78.44,4.46
28.45,76.11,4.5
26.4,89.75,4.12
24.03,78.38,4.62
22.69,88.15,7.72
21.02,73.15,10.08
25.03,87.32,5.21
19.47,82.58,7.01
26.72,92.9,3.46
10.2,76.72,8.52
26.13,85.63,4.2
28.42,73.37,5.01
24.85,83.78,4.42
24.05,78.89,4.37
21.55,74.7,8.31
17.53,78.59,6.8
26.02,79.34,4.08
15.68,75.63,7.85
27.87,79.44,4.16
12.75,79.67,8.44
13.04,80.23,8.84
16.53,75.58,7.61
19.62,74.57,8.27
27.57,79.74,4.12
30.77,79.48,6.9
17.93,78.8,6.61
25.65,75.59,5.65
17.55,73.98,8.85
19.32,74.33,8.57
23.1,80.23,4.22
26.43,92.03,3.87
17.52,75.47,7.53
18.23,73.28,9.9
20.83,78.25,4.89
22.83,85.03,6.07
30.71,76.84,4.71
